Gene	WC1_INPUT	WC1_IP	WC2_INPUT	WC2_IP	WC3_INPUT	WC3_IP
Tmem100	2.255	0.783	1.487	2.835	2.039	1.595
Tmem101	8.833	3.809	4.449	2.221	4.46	2.058
Tmem104	3.644	3.276	2.768	2.702	3.055	2.925
Tmem106b	26.605	14.742	19.606	13.841	26.957	15.529
Tmem106c	13.098	9.928	14.818	16.68	17.516	14.305
Tmem107	10.431	1.972	8.337	3.653	6.791	5.234
Tmem108	7.092	10.994	5.542	8.105	7.261	10.078
Tmem109	6.732	5.159	4.671	3.239	3.727	1.508
Tmem11	33.172	29.489	36.743	44.193	23.599	40.501
Tmem110	2.35	1.784	2.743	0.78	1.793	0.562
Tmem111	12.154	9.124	14.105	13.579	15.111	12.181
Tmem115	3.289	5.099	2.717	5.015	3.179	3.813
Tmem116	0.102	0.294	0.147	1.285	0.462	0.873
Tmem117	2.622	2.159	2.161	1.169	3.35	1.578
Tmem120a	2.645	1.901	2.053	1.435	2.515	1.008
Tmem120b	1.426	0.564	1.154	0.762	1.289	1.949
Tmem121	1.201	1.904	1.847	1.197	3.608	1.073
Tmem123	4.11	1.079	2.525	0.987	3.985	0.598
Tmem125	2.528	1.228	3.74	1.119	4.243	0.974
Tmem126a	57.116	24.505	56.789	62.022	33.361	58.974
Tmem126b	43.961	22.266	33.522	24.674	24.005	22.628
Tmem127	28.905	26.305	27.648	27.802	30.283	34.674
Tmem128	16.496	6.586	14.551	13.52	7.131	6.639
Tmem129	4.638	3.779	4.698	3.603	3.059	3.295
Tmem130	90.803	124.49	60.704	60.664	57.36	67.097
Tmem131	9.972	15.818	7.044	9.012	10.352	12.472
Tmem132a	2.563	4.354	2.238	2.999	2.514	3.848
Tmem132b	9.302	7.092	5.895	4.521	11.404	7.902
Tmem132c	1.258	0.876	0.924	0.766	0.948	0.606
Tmem132d	1.085	1.303	1.472	0.468	1.732	0.747
Tmem132e	1.308	2.693	1.371	2.883	1.341	1.418
Tmem134	8.074	1.529	8.39	3.621	5.075	7.934
Tmem135	13.606	16.655	15.628	15.776	16.554	15.681
Tmem136	5.135	2.471	3.695	1.312	5.569	2.313
Tmem138	6.571	5.864	6.183	3.541	5.698	12.471
Tmem141	16.446	6.304	21.508	19.593	7.799	8.636
Tmem143	6.174	3.339	4.948	5.188	4.773	3.321
Tmem144	1.822	0.894	1.165	0.764	1.094	0.354
Tmem145	4.414	5.411	2.304	2.321	3.035	1.951
Tmem147	52.085	24.864	45.115	46.38	22.285	31.325
Tmem14a	29.568	11.568	20.889	25.559	16.709	19.905
Tmem14c	24.371	12.161	31.915	23.726	21.463	22.749
Tmem150a	2.024	1.079	1.562	1.619	1.382	1.495
Tmem150c	12.639	10.057	10.285	6.054	15.459	9.234
Tmem151a	13.352	9.62	12.859	11.098	12.511	7.871
Tmem151b	20.605	13.923	15.957	15.748	17.227	19.953
Tmem158	23.448	17.116	21.551	34.34	23.958	35.949
Tmem159	7.94	2.026	5.104	6.321	5.715	7.302
Tmem160	12.526	8.593	14.339	29.658	5.215	11.94
Tmem161a	5.004	4.344	3.33	2.533	3.713	4.238
Tmem161b	2.542	2.199	2.557	2.079	3.57	2.398
Tmem163	12.141	17.868	8.319	16.524	6.364	18.649
Tmem164	2.527	2.625	2.103	2.072	3.281	1.278
Tmem165	7.552	5.076	4.654	3.869	4.541	8.705
Tmem167	7.445	4.128	7.318	5.676	9.846	7.796
Tmem167b	27.721	17.955	19.553	22.282	23.701	21.751
Tmem168	0.875	0.89	0.818	0.623	0.982	0.692
Tmem169	2.708	1.777	2.914	2.161	2.845	1.661
Tmem17	6.145	2.017	4.004	2.373	2.824	3.099
Tmem170	3.719	1.569	2.038	1.115	2.524	1.571
Tmem170b	18.047	12.552	20.822	8.3	28.004	9.367
Tmem175	6.283	5.167	5.075	4.662	5.708	7.3
Tmem176a	12.71	9.448	5.873	8.617	4.558	9.191
Tmem176b	14.165	16.376	10.871	19.882	11.388	15.439
Tmem177	4.679	3.117	3.526	3.535	5.398	2.327
Tmem178	17.432	11.517	18.787	21.476	15.967	18.479
Tmem179	55.954	50.653	56.743	46.539	44.844	34.073
Tmem179b	3.987	1.517	3.65	2.447	3.212	3.769
Tmem18	8.113	6.652	10.272	4.058	9.486	2.967
Tmem180	7.908	4.534	4.623	5.191	5.138	8.494
Tmem181a	7.165	6.067	5.717	3.523	9.416	4.39
Tmem183a	24.229	11.367	34.199	13.678	27.588	14.123
Tmem184b	11.301	8.604	6.67	5.481	9.127	7.38
Tmem184c	12.358	7.478	11.311	10.691	13.795	12.219
Tmem185b	5.76	5.412	3.357	3.925	2.301	3.751
Tmem186	9.075	3.642	5.966	2.056	5.604	2.536
Tmem188	28.368	10.48	23.563	8.371	20.046	11.952
Tmem189	6.629	2.606	7.688	5.099	5.801	4.686
Tmem19	6.673	3.292	4.389	4.901	4.435	4.295
Tmem191c	23.634	11.301	30.556	35.044	19.156	29.34
Tmem192	16.805	6.098	17.85	13.706	9.88	6.487
Tmem194	0.614	0.27	0.85	0.323	1.105	0.419
Tmem196	10.67	9.749	15.477	22.907	26.637	30.672
Tmem198	3.732	3.881	2.772	5.417	2.643	6.091
Tmem199	34.601	22.065	39.671	34.382	20.773	23.265
Tmem2	1.931	3.085	1.325	3.354	2.261	4.005
Tmem20	0.454	0.393	0.605	0.16	0.864	0.436
Tmem200a	6.116	14.108	4.847	8.548	4.279	5.518
Tmem200c	0.27	0.451	0.339	0.576	0.731	1.086
Tmem201	8.81	9.93	9.436	5.871	10.961	6.031
Tmem202	2.639	1.138	3.228	2.721	2.429	1.101
Tmem203	4.279	2.45	4.801	2.462	5.008	4.541
Tmem205	6.925	4.673	11.18	10.405	3.401	10.148
Tmem206	10.396	4.834	8.318	2.889	5.848	3.927
Tmem207	0.463	0.25	0.225	0.542	0.465	0.341
Tmem208	19.844	13.278	19.633	21.079	10.054	19.512
Tmem209	5.712	5.17	4.426	3.695	6.287	3.282
Tmem212	1.017	2.724	1.197	4.999	0.38	0.333
Tmem214	10.968	12.212	7.961	8.57	9.449	8.739
Tmem215	1.813	1.376	1.245	1.813	0.694	0.326
Tmem216	7.621	3.304	9.226	11.483	7.209	4.091
Tmem218	6.044	2.382	7.155	4.494	4.754	11.177
Tmem219	20.748	6.531	17.792	20.726	10.505	13.789
Tmem22	14.22	25.97	9.78	14.356	6.944	11.226
Tmem222	39.72	25.814	39.652	33.238	24.449	41.973
Tmem223	41.387	16.942	43.872	44.237	19.304	27.996
Tmem229a	22.207	8.659	16.295	6.822	23.675	4.622
Tmem229b	6.11	5.569	7.544	7.654	6.381	7.065
Tmem231	6.245	3.895	4.874	4.619	5.285	5.816
Tmem25	7.209	6.031	6.646	5.488	6.62	5.978
Tmem26	1.063	1.688	0.859	0.808	1.359	1.105
Tmem28	4.167	2.49	2.291	2.119	2.501	5.66
Tmem29	20.988	10.396	28.319	25.603	20.912	22.206
Tmem30a	48.323	46.835	37.168	24.276	45.257	31.697
Tmem33	13.999	9.287	8.928	5.184	13.421	7.389
Tmem35	26.025	13.96	17.706	18.295	18.608	28.726
Tmem38a	21.221	12.956	22.461	21.951	20.277	15.157
Tmem38b	2.34	1.649	2.717	0.641	2.533	2.8
Tmem39a	4.439	4.68	5.012	3.178	8.149	4.523
Tmem39b	4.322	3.501	2.424	3.454	1.806	4.559
Tmem41a	12.954	10.368	13.699	28.688	8.47	33.049
Tmem41b	16.026	13.162	11.427	10.814	11.072	10.876
Tmem42	4.884	2.188	5.34	5.184	3.754	3.926
Tmem43	6.675	6.202	4.05	3.919	3.824	3.498
Tmem44	1.453	1.816	1.642	2.169	3.924	3.132
Tmem45b	3.386	1.055	1.341	0.567	3.034	1.289
Tmem47	30.793	19.524	21.027	16.893	25.539	32.912
Tmem48	2.676	1.424	1.37	0.938	0.783	0.667
Tmem49	15.801	13.384	14.053	11.542	17.979	15.757
Tmem5	18.857	11.478	17.618	29.275	13.602	17.412
Tmem50a	47.109	22.002	40.74	30.109	31.468	30.608
Tmem50b	49.613	26.994	46.023	35.26	54.267	40.811
Tmem53	3.895	2.6	4.204	1.662	3.373	3.354
Tmem55a	28.813	19.558	26.025	21.788	27.602	21.382
Tmem55b	30.922	16.699	36.471	25.626	28.673	22.267
Tmem56	4.974	5.404	3.862	3.455	4.754	3.901
Tmem57	14.381	10.385	12.579	10.413	12.917	8.378
Tmem59	66.032	49.462	51.992	42.052	44.571	39.052
Tmem59l	101.324	92.056	56.015	68.144	36.106	64.115
Tmem60	31.534	13.996	26.678	33.81	27.582	47.972
Tmem62	7.422	4.287	6.006	5.349	5.245	4.559
Tmem63a	8.043	4.015	7.083	1.75	7.486	0.884
Tmem63b	11.693	13.599	11.125	17.586	13.618	22.4
Tmem63c	3.737	4.8	2.746	3.424	3.251	5.764
Tmem64	10.593	7.593	10.679	4.291	11.826	5.595
Tmem65	100.744	66.948	130.889	153.087	143.918	161.326
Tmem66	57.563	68.113	51.264	46.919	32.853	26.978
Tmem67	2.839	2.826	2.263	1.23	3.926	1.035
Tmem68	6.362	5.103	5.585	7.103	8.408	12.415
Tmem69	54.644	21.128	42.064	17.07	37.77	20.412
Tmem70	36.442	27.494	38.929	29.453	26.06	29.112
Tmem72	0.112	0.314	0.547	0.3	0.207	0.116
Tmem74	2.747	2.524	3.629	5.209	2.628	2.657
Tmem8	2.009	1.458	1.652	1.756	1.4	0.881
Tmem80	6.267	4.018	7.137	4.045	7.208	4.826
Tmem82	2.022	0.947	1.48	1.037	1.841	0.782
Tmem85	82.026	54.582	75.317	95.506	63.496	96.632
Tmem86a	1.629	0.718	2.583	2.466	2.495	2.717
Tmem86b	2.495	1.053	1.483	0.273	2.72	1.015
Tmem87a	4.99	5.051	3.475	3.421	3.808	2.137
Tmem87b	5.249	4.659	5.16	3.498	7.717	3.127
Tmem88	2.369	0.724	2.646	2.242	1.481	2.063
Tmem88b	54.549	10.676	46.591	17.418	52.157	15.999
Tmem8b	11.374	11.425	6.938	9.755	6.686	11.05
Tmem9	44.496	25.538	33.356	18.597	26.823	32.934
Tmem90a	4.297	1.925	3.684	1.301	8.438	8.876
Tmem90b	4.645	4.729	7.079	6.692	10.977	9.935
Tmem91	89.419	39.982	83.648	77.551	45.416	47.648
Tmem93	38.559	16.914	30.177	50.268	17.679	44.633
Tmem97	4.476	2.359	3.292	2.814	2.289	1.431
Tmem98	6.9	0.855	5.17	4.188	3.833	0.171
Tmem9b	27.185	15.833	21.74	29.382	17.429	26.3
Tmf1	16.189	13.212	18.945	8.312	19.807	7.091
Tmie	9.928	4.34	12.641	6.361	6.394	8.299
Tmod1	12.312	10.538	13.781	10.654	17.98	14.242
Tmod2	94.307	62.904	94.257	46.563	131.295	66.395
Tmod3	12.716	6.566	8.936	6.236	9.557	9.255
Tmpo	16.405	12.452	18.974	14.2	17.074	11.908
Tmppe	3.074	2.91	3.482	4.044	3.018	2.485
Tmprss13	0.206	0.162	0.262	0.357	0.317	0.271
Tmsb10	731.465	196.866	670.738	706.79	332.124	487.242
Tmsb15b1	12.463	5.086	15.965	11.114	4.503	23.797
Tmsb15b1-Tmsb15b2	9.559	1.507	5.612	13.214	4.02	1.923
Tmsb15b2	8.619	5.307	16.471	26.463	8.901	20.813
Tmsb4x	1155.713	491.065	1344.153	2018.657	583.258	1118.723
Tmtc1	13.989	9.209	10.889	6.814	18.594	9.638
Tmtc2	2.302	1.461	1.497	1.763	2.296	1.295
Tmtc3	4.737	2.935	2.66	1.725	3.648	2.429
Tmtc4	3.246	3.387	3.813	1.893	4.227	1.703
Tmub1	9.592	9.998	10.371	11.555	4.912	6.469
Tmub2	11.648	9.286	11.658	9.094	7.927	7.615
Tmx1	24.316	13.101	20.724	11.496	15.994	5.983
Tmx2	75.254	48.925	67.246	49.975	58.243	46.535
Tmx3	7.073	7.222	7.117	4.356	7.207	3.817
Tmx4	109.926	104.411	86.716	55.007	108.988	61.518
Tnfaip1	13.505	18.224	13.951	13.843	15.938	16.991
Tnfaip3	0.409	0.598	0.664	0.59	1.084	0.425
Tnfaip6	10.997	3.259	6.381	1.5	6.796	1.317
Tnfaip8	1.272	0.809	1.234	0.748	1.654	0.724
Tnfaip8l1	2.018	1.745	1.513	1.48	1.521	0.625
Tnfaip8l3	12.692	5.61	17.428	9.253	17.656	10.741
Tnfrsf10b	4.715	2.761	3.378	1.718	3.763	1.373
Tnfrsf11a	2.264	0.684	1.219	0.289	2.027	0.375
Tnfrsf12a	2.061	6.768	2.373	7.694	1.857	5.539
Tnfrsf13c	0.873	0.257	1.417	0.788	1.886	0.777
Tnfrsf18	1.251	1.561	2.463	0.745	5.627	1.516
Tnfrsf19	0.614	0.872	1.1	0.541	1.843	0.699
Tnfrsf1a	0.554	0.464	0.686	0.271	0.228	1.594
Tnfrsf1b	0.68	0.509	0.547	0.34	0.69	0.171
Tnfrsf21	21.993	20.838	17.456	22.113	22.255	26.522
Tnfrsf22	1.746	1.222	1.824	1.916	2.812	0.819
Tnfrsf23	1.351	1.148	1.002	0.697	1.122	1.033
Tnfrsf8	0.716	0.605	0.121	0.37	0.277	0.394
Tnfrsf9	0.796	0.366	0.802	0.761	1.074	0.183
Tnfsf10	3.63	0.931	2.771	1.003	2.203	0.754
Tnfsf12	2.634	0.962	2.809	2.75	1.321	2.056
Tnfsf13b	1.027	0.422	1.452	1.382	0.841	1.411
Tnik	29.204	44.112	25.963	27.616	37.805	29.065
Tnip1	8.345	5.846	8.039	5.555	6.417	5.416
Tnip2	3.203	4.41	4.537	2.162	4.407	1.82
Tnk2	18.11	23.487	19.706	26.599	20.288	24.986
Tnks	9.279	13.5	10.777	6.48	15.972	7.232
Tnks1bp1	1.338	2.636	1.145	1.653	1.925	0.913
Tnks2	17.848	23.413	17.457	10.391	23.12	12.652
Tnmd	0.2	0.18	0.324	0.566	0.164	0.144
Tnnc1	9.712	10.843	8.142	25.016	3.178	20.832
Tnni1	1.624	0.78	3.73	1.335	3.696	1.168
Tnnt1	1.703	1.071	1.532	5.354	1.75	1.736
Tnnt2	14.243	7.685	13.791	8.369	11.612	8.582
Tnpo1	11.079	16.158	10.556	7.282	12.806	7.203
Tnpo2	29.161	25.043	25.267	29.302	23.142	29.65
Tnpo3	18.062	19.76	20.119	13.034	27.196	14.523
Tnr	4.178	11.86	4.421	16.114	6.555	23.184
Tnrc18	4.988	6.7	1.7	1.736	4.098	3.99
Tnrc18	1.882	3.514	4.059	3.547	4.524	3.837
Tnrc6a	16.746	18.564	15.059	12.386	17.077	9.319
Tnrc6b	14.645	13.864	12.095	10.721	18.275	13.999
Tnrc6c	11.63	11.828	8.855	8.195	12.818	10.168
Tns1	3.406	3.762	2.609	2.71	3.331	3.106
Tns3	9.045	8.62	8.618	11.918	10.34	11.398
Tns4	0.471	0.165	0.456	0.222	0.512	0.154
Tob1	25.09	21.843	22.181	17.486	31.149	26.395
Tob2	6.523	6.286	8.578	6.113	9.154	9.403
Toe1	4.106	5.485	4.638	2.541	4.372	2.444
Tollip	65.431	53.66	73.381	34.464	62.296	30.604
Tom1	14.615	12.757	15.154	8.751	14.349	9.628
Tom1l1	5.789	2.201	4.492	2.876	3.984	2.961
Tom1l2	88.559	74.087	78.918	56.153	87.849	62.634
Tomm20	110.11	77.388	107.261	118.456	83.54	95.924
Tomm20l	0.173	0.992	1.309	1.255	0.549	1.466
Tomm22	123.451	47.27	135.827	119.081	78.698	97.873
Tomm34	58.626	44.557	50.828	46.909	37.793	35.989
Tomm40	30.989	27.224	33.186	23.814	22.205	24.338
Tomm40l	23.266	11.029	25.104	23.46	19.087	16.711
Tomm5	134.223	42.71	149.48	130.501	82.862	135.266
Tomm6	70.164	44.75	79.871	112.704	44.223	135.236
Tomm7	67.822	28.525	79.417	103.235	31.641	57.839
Tomm70a	47.743	65.321	51.978	53.301	59.809	92.058
Tomt	2.35	1.619	4.263	2.893	2.736	3.981
Top1	31.499	128.423	29.447	52.193	31.047	46.586
Top1mt	10.844	9.378	14.02	12.755	9.546	8.659
Top2a	0.152	0.137	0.229	0.16	0.251	0.119
Top2b	15.71	34.592	14.92	31.96	22.141	29.588
Top3a	0.691	1.248	0.791	0.223	0.86	0.497
Top3b	5.982	6.65	3.691	4.028	6.463	5.852
Topbp1	3.825	4.091	3.424	3.245	4.882	2.958
Topors	8.316	18.824	11.446	10.283	11.388	8.095
Tor1a	15.522	11.582	15.636	18.082	12.534	14.258
Tor1aip1	9.327	7.101	8.724	6.251	10.595	1.347
Tor1aip2	26.614	38.499	24.008	116.327	25.807	104.684
Tor1b	10.772	8.425	9.708	5.729	7.581	3.963
Tor2a	4.023	3.071	5.113	3.281	2.978	4.294
Tox	16.642	12.629	20.504	16.337	21.646	17.98
Tox2	34.55	47.955	35.595	26.622	41.248	32.409
Tox3	7.303	3.623	7.136	4.174	5.952	4.151
Tox4	22.79	27.682	21.981	15.791	20.197	14.221
Tpbg	3.014	8.243	1.134	7.689	0.693	11.184
Tpcn1	3.337	1.63	1.457	1.148	2.954	0.924
Tpd52	42.265	19.518	47.122	27.437	31.043	15.305
Tpd52l1	29.247	18.087	37.307	34.866	16.987	16.378
Tpd52l2	34.611	23.428	40.334	33.361	37.971	26.561
Tpi1	315.548	291.356	393.053	368.067	224.143	232.343
Tpk1	0.82	1.06	1.136	1.301	1.798	0.838
Tpm1	167.131	140.832	179.955	193.624	178.704	264.337
Tpm2	3.096	2.975	6.616	9.296	4.935	10.573
Tpm3	54.692	68.29	72.353	65.816	69.29	66.051
Tpm4	20.664	26.224	22.864	25.421	20.23	20.305
Tpmt	6.639	2.943	5.963	3.261	6.218	4.198
Tpo	0.364	0.944	0.116	0.457	0.183	0.422
Tpp1	9.123	6.531	7.438	8.946	9.182	7.372
Tpp2	17.111	27.905	12.866	17.767	14.392	16.787
Tppp	146.175	78.08	164.028	78.043	167.262	80.888
Tppp3	140.088	49.642	105.224	75.291	72.845	51.522
Tpr	35.576	47.187	41.726	26.66	52.358	20.945
Tpra1	10.257	8.127	7.406	10.481	7.775	13.249
Tprgl	111.916	50.24	116.315	86.22	84.921	63.037
Tprkb	50.685	19.157	43.107	24.776	35.886	19.9
Tprn	5.902	5.853	7.729	5.076	7.568	3.483
Tpst1	10.242	9.515	12.063	6.423	9.87	7.28
Tpst2	2.521	2.469	3.707	2.803	1.652	3.839
Tpt1	469.217	513.561	540.949	743.519	308.274	524.244
Tpx2	2.657	1.977	3.014	2.044	2.899	1.878
Tra2a	59.399	90.436	50.438	53.073	49.271	35.437
Tra2b	48.219	61.41	56.143	47.55	46.448	31.347
Trabd	6.612	4.992	6.917	5.24	4.818	3.499
Tradd	2.345	0.757	1.825	2.528	1.22	1.584
Traf2	1.15	1.971	1.686	1.696	2.199	1.241
Traf3	10.046	8.879	9.957	6.202	9.765	7.831
Traf3ip1	6.686	11.815	7.564	4.906	7.535	6.665
Traf3ip2	1.341	1.429	1.88	0.494	1.9	1.614
Traf4	3.165	1.295	2.72	3.15	2.24	1.044
Traf6	6.945	3.066	5.429	2.831	8.84	2.352
Traf7	5.192	4.936	4.245	3.043	5.487	3.978
Trafd1	27.892	21.713	27.52	15.985	22.334	12.53
Traip	3.761	1.66	2.953	1.174	3.354	0.867
Trak1	39.593	32.292	47.085	42.112	55.747	64.35
Trak2	11.526	10.017	12.987	10.606	18.145	14.601
Tram1	19.281	11.63	12.271	5.108	10.056	4.311
Tram1l1	13.89	11.187	12.782	8.207	12.887	12.612
Trank1	13.428	25.65	10.292	11.179	19.304	10.511
Trap1	15.397	25.566	20.896	18.201	21.353	23.525
Trappc1	74.298	32.934	72.347	83.237	53.975	96.557
Trappc10	19.435	24.113	19.663	12.582	17.745	17.35
Trappc2	39.747	22.097	40.048	24.748	30.803	26.141
Trappc2l	73.244	34.833	86.482	104.254	31.531	61.7
Trappc3	68.77	32.317	72.382	43.665	69.28	42.689
Trappc4	77.527	51.925	75.222	107.825	50.335	66.857
Trappc5	24.378	14.203	25.859	21.226	21.672	21.811
Trappc6a	11.307	4.466	8.384	8.682	3.405	4.845
Trappc6b	194.146	80.653	284.121	189.301	204.733	171.597
Trappc9	37.168	36.098	30.395	34.438	34.307	31.31
Trdmt1	2.338	1.445	1.158	0.569	1.281	0.362
Trerf1	6.082	7.768	4.49	6.194	10.725	17.908
Trex1	10.466	6.199	9.201	6.015	8.496	4.302
Trf	55.886	18.938	41.889	5.826	49.44	4.03
Trfr2	0.816	0.684	1.549	2.022	1.322	1.239
Trh	15.888	13.351	13.263	10.139	3.59	2.763
Trhde	4.472	6.927	3.926	6.963	5.314	6.386
Trhr	4.844	3.088	3.674	3.103	3.397	1.709
Triap1	15.988	10.173	21.053	29.557	13.297	17.098
Trib1	3.754	5.325	3.673	10.517	6.253	7.5
Trib2	11.069	12.506	13.862	47.988	14.835	44.861
Trim11	3.15	2.454	4.511	2.591	4.283	0.847
Trim13	5.671	3.081	4.836	4.664	4.844	2.751
Trim15	0.366	2.779	0.658	1.402	0.542	1.37
Trim17	1.342	0.993	1.703	0.843	3.178	1.391
Trim2	62.55	69.004	62.404	56.848	83.908	78.32
Trim21	1.137	0.296	1.22	0.335	0.378	0.644
Trim23	19.056	14.937	19.581	11.021	22.087	11.091
Trim24	12.657	7.775	13.608	6.75	12.832	8.376
Trim25	2.135	1.326	1.323	1.274	2.163	0.477
Trim26	12.498	12.598	11.526	9.212	13.303	8.012
Trim27	17.362	16.561	16.477	17.067	11.558	17.14
Trim28	18.3	27.759	20.391	25.401	22.235	26.485
Trim3	16.376	15.558	18.514	14.78	17.554	12.608
Trim32	57.294	64.665	65.906	59.54	79.937	66.195
Trim33	13.427	13.812	14.792	8.547	20.624	9.39
Trim35	51.211	47.073	54.249	38.846	49.636	25.133
Trim36	3.194	3.127	3.116	0.985	3.768	1.861
Trim37	57.189	50.709	67.729	48.461	76.93	46.56
Trim39	9.894	7.084	9.796	3.574	10.729	4.609
Trim41	8.119	7.867	7.986	6.173	6.626	6.159
Trim43a	0.876	1.399	1.024	1.104	1.898	2.806
Trim43b	6.009	2.48	5.422	1.52	4.758	1.79
Trim43c	0.572	0.596	0.515	0.496	0.562	0.659
Trim44	166.385	134.147	184.254	101.646	231.804	106.335
Trim45	3.343	1.747	4.673	1.693	5.303	2.116
Trim46	18.203	17.927	17.463	16.234	20.155	17.638
Trim5	1.951	0.451	1.427	0.303	2.653	0.269
Trim59	5.29	1.713	4.639	1.798	5.579	0.931
Trim62	13.66	10.547	10.694	15.221	13.477	23.732
Trim63	0.524	0.397	0.432	0.134	0.519	0.209
Trim65	2.494	1.862	2.422	0.579	2.519	0.965
Trim66	9.705	13.88	9.591	8.069	11.916	10.216
Trim67	1.437	1.223	1.124	0.684	1.433	0.679
Trim7	0.202	0.545	0.472	0.128	1.6	0.746
Trim79	0.468	0.286	0.192	0.143	0.219	0.15
Trim8	22.519	24.857	16.527	47.576	13.987	40.019
Trim9	31.41	23.263	30.533	16.445	41.139	22.265
Trio	20.601	24.197	15.895	20.487	20.004	20.376
Triobp	1.394	0.553	2.206	1.244	2.332	1.198
Trip11	12.738	12.686	12.309	5.83	17.357	8.73
Trip12	30.488	86.801	26.607	45.871	36.521	51.912
Trip4	10.633	9.06	7.88	5.963	8.201	5.671
Trit1	7.534	4.905	9.614	4.574	6.933	3.823
Trmt1	8.573	10.923	9.456	11.62	8.98	11.511
Trmt11	2.866	2.383	2.73	1.343	2.009	0.748
Trmt112	125.42	68.594	87.405	161.372	62.677	101.21
Trmt12	3.464	3.85	4.259	4.376	3.981	4.686
Trmt2a	7.819	10.081	11.123	12.499	6.952	8.183
Trmt2b	10.661	8.686	13.772	18.833	13.197	19.278
Trmt5	9.334	6.48	8.316	7.291	8.586	8.975
Trmt6	6.394	10.052	8.457	6.443	8.231	4.77
Trmt61a	17.792	17.233	24.077	23.315	22.172	19.669
Trmu	7.283	8.525	12.364	6.361	11.937	7.971
Trnau1ap	13.199	6.872	12.79	9.736	6.413	7.472
Trnp1	38.595	40.268	56.292	113.03	57.847	121.13
Trnt1	28.647	18.634	38.207	18.891	36.628	19.824
Tro	21.23	49.342	19.3	33.902	15.594	24.973
Trove2	17.837	13.834	15.078	10.205	24.767	13.993
Trp53	16.456	12.95	14.167	13.898	18.828	24.927
Trp53bp1	34.797	41.238	34.943	11.564	39.827	9.955
Trp53bp2	10.694	9.256	9.583	7.496	11.92	7.608
Trp53i11	24.433	16.181	18.611	25.81	19.56	21.882
Trp53i13	3.106	0.977	3.038	2.258	1.516	1.362
Trp53inp1	3.11	1.537	3.008	0.572	3.442	2.203
Trp53inp2	51.579	39.625	54.936	40.912	55.083	43.252
Trp53rk	2.896	1.586	2.565	1.78	2.542	1.948
Trp73	2.653	1.011	2.052	0.789	1.865	1.346
Trpc1	3.783	4.837	3.909	3.595	5.749	6.347
Trpc2	0.591	0.361	0.483	0.692	0.67	0.54
Trpc3	3.625	5.417	3.977	4.874	4.632	4.21
Trpc4	6.083	5.666	5.199	5.042	5.891	3.624
Trpc4ap	28.564	45.055	30.145	27.183	29.141	28.132
Trpc5	10.552	11.621	7.231	10.805	14.64	18.054
Trpc6	0.244	0.38	0.424	0.128	0.418	0.22
Trpc7	8.755	9.089	5.928	4.593	7.817	9.315
Trpm2	2.373	2.862	2.388	1.955	2.279	2.682
Trpm3	5.682	7.169	4.148	3.071	6.708	4.141
Trpm4	2.202	1.47	1.551	2.454	0.501	2.618
Trpm7	4.036	3.568	4.346	1.914	5.949	1.596
Trpm8	0.191	0.471	0.161	0.304	0.256	0.299
Trps1	3.742	2.39	3.464	2.287	5.585	4.404
Trpt1	13.844	6.868	16.872	25.935	14.235	23.934
Trpv2	4.121	7.655	2.739	3.302	2.238	3.243
Trrap	7.205	16.695	6.06	8.945	9.993	9.933
Trub1	10.413	5.773	9.375	5.523	10.778	7.446
Trub2	5.044	3.015	5.944	3.656	4.928	2.63
Tsc1	11.282	10.361	9.742	6.118	11.893	6.879
Tsc2	10.863	16.634	9.246	11.455	10.55	11.506
Tsc22d1	118.474	174.717	133.823	241.802	98.596	285.621
Tsc22d2	8.627	14.44	8.276	14.916	9.751	23.249
Tsc22d3	54.226	25.511	78.005	68.567	53.783	48.659
Tsc22d4	18.756	6.094	17.871	14.645	11.123	9.491
Tsen15	31.653	12.068	27.448	19.495	14.524	12.21
Tsen2	8.557	5.72	7.959	6.625	7.126	7.502
Tsen34	67.138	49.542	66.486	85.768	26.681	31.067
Tsen54	1.177	1.667	1.766	1.31	1.133	3
Tsfm	10.056	8.842	11.884	11.443	7.48	12.37
Tsg101	46.135	33.807	52.462	43.813	37.624	26.351
Tsga10	2.574	2.424	3.844	1.373	4.76	1.487
Tsga14	5.393	3.552	4.699	3.329	5.271	2.681
Tshr	0.339	0.146	0.366	0.116	0.616	0.443
Tshz1	3.89	4.468	5.392	8.625	9.178	18.299
Tshz2	19.149	12.831	23.415	13.987	23.53	11.455
Tshz3	3.353	4.772	4.739	5.882	5.817	6.456
Tsn	61.601	38.066	55.245	39.92	53.053	29.986
Tsnax	108.847	89.047	141.398	83.105	136.298	97.778
Tspan12	4.366	3.367	5.938	8.703	4.639	8.276
Tspan13	65.381	61.019	52.712	49.367	46.855	62.189
Tspan14	2.088	1.578	1.695	0.505	2.135	0.289
Tspan15	8.311	2.588	6.381	2.637	6.029	2.154
Tspan17	12.312	4.899	9.84	4.821	5.883	9.442
Tspan18	1.386	1	1.689	1.057	2.347	0.678
Tspan2	61.712	13.182	58.715	13.201	75.06	12.895
Tspan3	92.322	63.265	83.561	72.165	73.774	58.131
Tspan31	26.891	25.994	20.945	28.287	23.794	35.206
Tspan33	8.696	4.791	6.209	3.489	2.976	1.096
Tspan4	2.636	1.488	2.702	3.713	3.034	1.264
Tspan5	19.289	11.805	17.157	15.792	18.638	22.167
Tspan6	10.942	9.539	10.687	6.761	8.654	5.195
